package_id,origin_city,destination_city,region,status,weight_kg,shipping_cost
PKG-005719,Brno,Bratislava,EU_NORTH,Delivered,26.05,101.14
PKG-005720,Skopje,Turin,EU_SOUTH,Delivered,70.7,76.25
PKG-005721,Bergen,Skopje,EU_NORTH,Delayed,57.22,121.77
PKG-005722,Lyon,Berlin,EU_WEST,Delivered,74.46,183.05
PKG-005723,Edinburgh,Budapest,EU_NORTH,Delayed,14.38,31.98
PKG-005724,Porto,Bergen,EU_NORTH,Delayed,68.63,75.17
PKG-005725,Prague,Ankara,EU_NORTH,Delivered,34.88,135.09
PKG-005726,Zurich,Porto,EU_SOUTH,In-Transit,4.98,46.46
PKG-005727,Milan,Gothenburg,EU_NORTH,Delayed,7.03,20.93
PKG-005728,Bucharest,Cologne,EU_WEST,Delayed,14.95,27.27
PKG-005729,Kraków,Gdańsk,EU_NORTH,Delivered,14.88,23.62
PKG-005730,Aarhus,Athens,EU_SOUTH,In-Transit,3.16,14.25
PKG-005731,Gothenburg,Rotterdam,EU_WEST,Delayed,33.87,97.23
PKG-005732,Vienna,Marseille,EU_WEST,In-Transit,46.34,150.45
PKG-005733,Gdańsk,Podgorica,EU_NORTH,In-Transit,22.91,116.14
PKG-005734,Bratislava,Cluj-Napoca,EU_NORTH,Delivered,55.67,136.77
PKG-005735,Bergen,Aarhus,EU_NORTH,Delayed,74.1,103.91
PKG-005736,Rome,Vienna,EU_WEST,Delayed,10.82,126.35
PKG-005737,Dublin,Tampere,EU_NORTH,Delayed,11.66,64.45
PKG-005738,Frankfurt,Zurich,EU_WEST,Delayed,1.96,122.77
PKG-005739,Brno,Cologne,EU_WEST,Delayed,1.54,113.23
PKG-005740,Sarajevo,Luxembourg City,EU_WEST,Delayed,12.21,44.89
PKG-005741,Basel,Bucharest,EU_NORTH,Delayed,40.28,88.83
PKG-005742,Luxembourg City,Valencia,EU_SOUTH,In-Transit,51.6,124.3
PKG-005743,Kraków,Bucharest,EU_NORTH,Delayed,12.99,109.4
PKG-005744,Izmir,Brno,EU_NORTH,Delivered,71.61,69.03
PKG-005745,Dublin,Tallinn,EU_NORTH,Delivered,43.08,153.01
PKG-005746,Amsterdam,Rotterdam,EU_WEST,Delayed,26.06,54.3
PKG-005747,Kraków,Tallinn,EU_NORTH,Delayed,9.93,28.86
PKG-005748,Bratislava,Marseille,EU_WEST,Delivered,52.83,68.35
PKG-005749,Lyon,Košice,EU_NORTH,In-Transit,68.49,94.8
PKG-005750,Tallinn,Luxembourg City,EU_WEST,In-Transit,19.24,43.82
PKG-005751,Basel,Barcelona,EU_SOUTH,In-Transit,45.85,54.08
PKG-005752,Rome,Lyon,EU_WEST,Delayed,25.01,145.26
PKG-005753,Brussels,Barcelona,EU_SOUTH,In-Transit,68.54,176.49
PKG-005754,Brussels,Brno,EU_NORTH,Delivered,3.53,73.79
PKG-005755,Rome,Edinburgh,EU_WEST,In-Transit,1.21,99.51
PKG-005756,Kaunas,Edinburgh,EU_WEST,Delayed,33.97,129.93
PKG-005757,Tampere,Lyon,EU_WEST,Delivered,53.92,53.13
PKG-005758,Tartu,Helsinki,EU_NORTH,In-Transit,32.81,147.94
PKG-005759,Turin,Paris,EU_WEST,Delayed,7.26,57.34
PKG-005760,Kraków,Zagreb,EU_NORTH,Delayed,60.44,82.34
PKG-005761,Riga,Sarajevo,EU_NORTH,Delayed,38.27,98.28
PKG-005762,Brno,Warsaw,EU_NORTH,Delayed,32.06,149.66
PKG-005763,London,Munich,EU_WEST,Delivered,15.65,96.88
PKG-005764,Sofia,Luxembourg City,EU_WEST,Delayed,66.41,77.51
PKG-005765,Brussels,Cologne,EU_WEST,Delivered,74.42,163.68
PKG-005766,Istanbul,Brno,EU_NORTH,Delayed,0.93,38.82
PKG-005767,Cork,Ljubljana,EU_NORTH,Delayed,67.72,71.62
PKG-005768,Rotterdam,Florence,EU_SOUTH,Delivered,38.29,61.92
PKG-005769,Birmingham,Novi Sad,EU_NORTH,In-Transit,44.12,160.84
PKG-005770,Manchester,Istanbul,EU_NORTH,In-Transit,12.84,101.6
PKG-005771,Bergen,Munich,EU_WEST,In-Transit,44.29,132.56
PKG-005772,Bratislava,Izmir,EU_NORTH,Delivered,54.9,166.01
PKG-005773,Bergen,Split,EU_NORTH,In-Transit,9.83,41.58
PKG-005774,Cologne,Cluj-Napoca,EU_NORTH,Delayed,35.7,111.6
PKG-005775,Helsinki,Athens,EU_SOUTH,In-Transit,9.68,100.35
PKG-005776,Rotterdam,Istanbul,EU_NORTH,Delayed,19.37,82.23
PKG-005777,Bucharest,Sarajevo,EU_NORTH,In-Transit,56.18,101.92
PKG-005778,Brno,Valencia,EU_SOUTH,Delayed,44.58,62.41
PKG-005779,Skopje,Rome,EU_SOUTH,Delivered,65.48,79.22
PKG-005780,Skopje,Amsterdam,EU_WEST,Delivered,57.07,66.3
PKG-005781,Valencia,Manchester,EU_WEST,Delayed,28.17,33.45
PKG-005782,Belgrade,Tampere,EU_NORTH,Delayed,32.18,119.15
PKG-005783,Plovdiv,Riga,EU_NORTH,Delayed,68.02,139.01
PKG-005784,Brussels,Bucharest,EU_NORTH,Delivered,21.07,118.61
PKG-005785,Kaunas,Dublin,EU_WEST,Delayed,55.12,120.3
PKG-005786,Vilnius,Helsinki,EU_NORTH,Delayed,11.21,41.75
PKG-005787,Naples,Frankfurt,EU_WEST,In-Transit,70.34,102.97
PKG-005788,Helsinki,Seville,EU_SOUTH,In-Transit,69.3,147.41
PKG-005789,Cork,Skopje,EU_NORTH,Delivered,53.21,165.57
PKG-005790,Hamburg,Gothenburg,EU_NORTH,Delivered,72.81,112.68
PKG-005791,Plovdiv,Split,EU_NORTH,Delayed,24.41,39.68
PKG-005792,Basel,Tallinn,EU_NORTH,In-Transit,31.97,71.83
PKG-005793,Cluj-Napoca,Kraków,EU_NORTH,In-Transit,59.09,63.36
PKG-005794,Zagreb,Bergen,EU_NORTH,In-Transit,66.53,134.42
PKG-005795,Sarajevo,Plovdiv,EU_NORTH,Delivered,18.01,106.52
PKG-005796,Izmir,Turin,EU_SOUTH,Delivered,26.48,87.53
PKG-005797,Berlin,Geneva,EU_WEST,Delivered,29.85,52.87
PKG-005798,Frankfurt,Aarhus,EU_NORTH,Delivered,43.28,119.55
PKG-005799,Porto,Cork,EU_WEST,Delayed,11.06,76.82
PKG-005800,Florence,Bergen,EU_NORTH,In-Transit,57.98,125.81
PKG-005801,Brno,Cluj-Napoca,EU_NORTH,Delayed,41.61,108.0
PKG-005802,Birmingham,Zagreb,EU_NORTH,Delivered,49.2,52.24
PKG-005803,Tartu,Paris,EU_WEST,Delivered,20.78,117.4
PKG-005804,Oslo,Podgorica,EU_NORTH,In-Transit,0.62,105.65
PKG-005805,Athens,Split,EU_NORTH,Delayed,56.14,97.19
PKG-005806,Bucharest,Riga,EU_NORTH,In-Transit,8.05,52.85
PKG-005807,Dublin,Sofia,EU_NORTH,Delayed,66.09,102.08
PKG-005808,Valencia,Debrecen,EU_NORTH,In-Transit,3.31,114.18
PKG-005809,Dublin,Bucharest,EU_NORTH,Delivered,47.57,61.47
PKG-005810,Marseille,Helsinki,EU_NORTH,Delayed,56.27,99.74
PKG-005811,Oslo,Ankara,EU_NORTH,Delivered,4.96,80.63
PKG-005812,Sarajevo,Warsaw,EU_NORTH,Delayed,30.81,119.35
PKG-005813,Valencia,Tartu,EU_NORTH,Delivered,27.49,32.98
PKG-005814,Kraków,Aarhus,EU_NORTH,Delayed,54.27,152.6
PKG-005815,Florence,Istanbul,EU_NORTH,In-Transit,18.63,22.69
PKG-005816,Bratislava,Tampere,EU_NORTH,Delivered,65.64,126.18
PKG-005817,Seville,Budapest,EU_NORTH,Delayed,13.88,47.48
PKG-005818,Prague,Debrecen,EU_NORTH,In-Transit,35.96,96.51
PKG-005819,Debrecen,Amsterdam,EU_WEST,Delivered,33.57,106.18
PKG-005820,Kaunas,Tampere,EU_NORTH,Delayed,6.39,103.68
PKG-005821,Izmir,Vienna,EU_WEST,In-Transit,45.63,51.05
PKG-005822,Prague,Hamburg,EU_WEST,In-Transit,11.7,95.76
PKG-005823,Oslo,Vienna,EU_WEST,Delivered,59.56,127.61
PKG-005824,Tampere,Turin,EU_SOUTH,In-Transit,50.5,98.96
PKG-005825,Tirana,Porto,EU_SOUTH,Delivered,39.12,118.51
PKG-005826,Novi Sad,Tampere,EU_NORTH,In-Transit,49.81,103.94
PKG-005827,Split,Zagreb,EU_NORTH,Delayed,26.45,120.6
PKG-005828,Paris,Kaunas,EU_NORTH,Delayed,1.65,45.04
PKG-005829,Edinburgh,Turin,EU_SOUTH,In-Transit,47.99,82.0
PKG-005830,Skopje,Vilnius,EU_NORTH,In-Transit,49.38,58.69
PKG-005831,Izmir,Porto,EU_SOUTH,Delayed,71.32,152.23
PKG-005832,Dublin,Marseille,EU_WEST,Delayed,36.64,149.24
PKG-005833,London,Oslo,EU_NORTH,In-Transit,64.92,101.17
PKG-005834,Košice,Basel,EU_WEST,Delivered,74.56,147.55
PKG-005835,Basel,Helsinki,EU_NORTH,Delivered,48.35,101.08
PKG-005836,Stockholm,Edinburgh,EU_WEST,Delayed,18.22,28.6
PKG-005837,Edinburgh,Skopje,EU_NORTH,In-Transit,36.41,56.2
PKG-005838,Košice,Tartu,EU_NORTH,Delivered,25.42,56.65
PKG-005839,Tampere,Dublin,EU_WEST,In-Transit,48.7,133.64
PKG-005840,Bergen,Vienna,EU_WEST,Delayed,29.66,69.17
PKG-005841,Prague,Košice,EU_NORTH,Delivered,16.25,98.14
PKG-005842,London,Barcelona,EU_SOUTH,In-Transit,40.35,154.81
PKG-005843,Podgorica,Brussels,EU_WEST,Delayed,62.59,138.6
PKG-005844,Warsaw,Riga,EU_NORTH,In-Transit,56.08,88.34
PKG-005845,Gdańsk,Tartu,EU_NORTH,Delivered,7.55,59.97
PKG-005846,Valencia,Sarajevo,EU_NORTH,Delayed,58.06,85.35
PKG-005847,Basel,Milan,EU_SOUTH,Delayed,30.94,59.4
PKG-005848,Oslo,Split,EU_NORTH,Delivered,0.39,7.02
PKG-005849,Birmingham,Bucharest,EU_NORTH,In-Transit,60.56,175.63
PKG-005850,Vienna,Birmingham,EU_WEST,Delayed,54.78,110.19
PKG-005851,Riga,Manchester,EU_WEST,In-Transit,73.07,81.55
PKG-005852,Copenhagen,Ankara,EU_NORTH,Delayed,25.67,31.33
PKG-005853,Florence,Tallinn,EU_NORTH,In-Transit,70.43,109.11
PKG-005854,Paris,Basel,EU_WEST,In-Transit,34.75,56.95
PKG-005855,Vienna,Brussels,EU_WEST,Delayed,6.07,51.41
PKG-005856,Antwerp,Lyon,EU_WEST,Delivered,56.91,105.47
PKG-005857,Budapest,Bratislava,EU_NORTH,Delayed,43.07,118.65
PKG-005858,Paris,Riga,EU_NORTH,Delivered,40.84,123.3
PKG-005859,Sarajevo,Copenhagen,EU_NORTH,Delayed,23.71,36.4
PKG-005860,Valencia,Geneva,EU_WEST,Delivered,56.26,96.14
PKG-005861,Podgorica,Plovdiv,EU_NORTH,In-Transit,33.53,114.22
PKG-005862,Naples,Plovdiv,EU_NORTH,Delayed,36.64,64.46
PKG-005863,Kraków,Sarajevo,EU_NORTH,Delivered,44.68,47.94
PKG-005864,Bratislava,Luxembourg City,EU_WEST,In-Transit,10.18,77.75
PKG-005865,Frankfurt,Florence,EU_SOUTH,Delivered,17.48,60.81
PKG-005866,Milan,Amsterdam,EU_WEST,Delayed,5.81,32.19
PKG-005867,Košice,Bergen,EU_NORTH,Delayed,12.58,91.42
PKG-005868,Thessaloniki,Zagreb,EU_NORTH,Delivered,30.54,111.14
PKG-005869,Copenhagen,Kaunas,EU_NORTH,In-Transit,53.49,137.23
PKG-005870,Split,Hamburg,EU_WEST,Delivered,71.31,97.28
PKG-005871,Naples,Rotterdam,EU_WEST,Delayed,49.9,156.62
PKG-005872,Thessaloniki,Gdańsk,EU_NORTH,In-Transit,58.12,106.34
PKG-005873,Istanbul,Valencia,EU_SOUTH,Delivered,29.39,32.5
PKG-005874,Tampere,Rome,EU_SOUTH,Delivered,71.16,145.31
PKG-005875,Vilnius,Edinburgh,EU_WEST,Delivered,53.14,145.66
PKG-005876,Tartu,Novi Sad,EU_NORTH,Delivered,29.43,142.19
PKG-005877,Cologne,Luxembourg City,EU_WEST,Delivered,50.5,162.25
PKG-005878,Munich,Edinburgh,EU_WEST,Delivered,47.09,64.49
PKG-005879,Brno,Frankfurt,EU_WEST,Delayed,69.26,133.64
PKG-005880,Tirana,Izmir,EU_NORTH,In-Transit,60.5,73.53
PKG-005881,Bergen,Debrecen,EU_NORTH,In-Transit,73.26,157.82
PKG-005882,Edinburgh,Dublin,EU_WEST,Delivered,28.47,73.38
PKG-005883,Rome,Prague,EU_NORTH,In-Transit,51.56,86.37
PKG-005884,Munich,Geneva,EU_WEST,Delayed,39.18,133.48
PKG-005885,Skopje,Tampere,EU_NORTH,In-Transit,6.63,55.98
PKG-005886,Milan,Belgrade,EU_NORTH,Delivered,72.49,148.57
PKG-005887,Berlin,Turin,EU_SOUTH,Delayed,41.56,117.59
PKG-005888,Vienna,Florence,EU_SOUTH,In-Transit,33.48,147.1
PKG-005889,Belgrade,Oslo,EU_NORTH,In-Transit,58.58,118.74
PKG-005890,Tallinn,Frankfurt,EU_WEST,Delivered,19.7,101.74
PKG-005891,Antwerp,Munich,EU_WEST,Delivered,19.76,83.96
PKG-005892,Manchester,Aarhus,EU_NORTH,Delivered,20.21,28.84
PKG-005893,Geneva,Rome,EU_SOUTH,In-Transit,33.36,97.86
PKG-005894,Rotterdam,Naples,EU_SOUTH,In-Transit,0.37,62.62
PKG-005895,Gothenburg,Košice,EU_NORTH,Delayed,68.12,67.95
PKG-005896,Rotterdam,Sofia,EU_NORTH,Delivered,49.69,104.72
PKG-005897,Tirana,London,EU_WEST,Delayed,58.22,99.25
PKG-005898,Prague,Amsterdam,EU_WEST,Delayed,36.37,113.92
PKG-005899,Hamburg,Sofia,EU_NORTH,Delivered,14.12,27.76
PKG-005900,Lyon,Stockholm,EU_NORTH,In-Transit,41.03,140.84
PKG-005901,Istanbul,Marseille,EU_WEST,In-Transit,49.34,58.8
PKG-005902,Ankara,Athens,EU_SOUTH,Delayed,3.59,113.88
PKG-005903,Seville,Budapest,EU_NORTH,In-Transit,63.41,136.92
PKG-005904,Birmingham,Plovdiv,EU_NORTH,Delayed,35.18,47.51
PKG-005905,Frankfurt,Bucharest,EU_NORTH,Delayed,3.02,93.22
PKG-005906,Thessaloniki,Brussels,EU_WEST,Delayed,29.17,138.7
PKG-005907,Paris,Izmir,EU_NORTH,Delayed,54.02,140.5
PKG-005908,Rotterdam,Thessaloniki,EU_SOUTH,Delayed,22.55,64.02
PKG-005909,Geneva,Ljubljana,EU_NORTH,Delivered,51.28,62.89
PKG-005910,Prague,Istanbul,EU_NORTH,Delayed,43.15,63.72
PKG-005911,Barcelona,Debrecen,EU_NORTH,In-Transit,34.97,35.52
PKG-005912,Porto,Basel,EU_WEST,Delivered,72.06,176.42
PKG-005913,Manchester,Debrecen,EU_NORTH,In-Transit,54.71,144.72
PKG-005914,Lisbon,Bucharest,EU_NORTH,Delivered,59.74,72.15
PKG-005915,Plovdiv,Ankara,EU_NORTH,Delayed,55.19,142.22
PKG-005916,Belgrade,Bratislava,EU_NORTH,Delivered,27.67,61.18
PKG-005917,Barcelona,Thessaloniki,EU_SOUTH,Delayed,15.12,136.59
PKG-005918,Thessaloniki,Tartu,EU_NORTH,Delayed,62.11,80.35
PKG-005919,Frankfurt,Amsterdam,EU_WEST,In-Transit,30.77,84.49
PKG-005920,Frankfurt,Kaunas,EU_NORTH,In-Transit,23.53,134.69
PKG-005921,Ankara,Florence,EU_SOUTH,Delivered,57.92,138.45
PKG-005922,Antwerp,Seville,EU_SOUTH,Delivered,55.15,87.89
PKG-005923,Valencia,Tirana,EU_NORTH,In-Transit,18.53,30.66
PKG-005924,Prague,Belgrade,EU_NORTH,In-Transit,71.38,135.12
PKG-005925,Izmir,Rotterdam,EU_WEST,Delayed,69.9,104.58
PKG-005926,Bratislava,Vienna,EU_WEST,In-Transit,37.09,95.18
PKG-005927,Antwerp,Milan,EU_SOUTH,In-Transit,2.69,56.08
PKG-005928,Berlin,Ankara,EU_NORTH,Delayed,22.93,39.54
PKG-005929,Brno,Amsterdam,EU_WEST,In-Transit,24.91,141.25
PKG-005930,Tirana,Thessaloniki,EU_SOUTH,Delayed,57.12,128.8
PKG-005931,Aarhus,Turin,EU_SOUTH,In-Transit,18.12,66.12
PKG-005932,Geneva,Istanbul,EU_NORTH,In-Transit,34.15,133.45
PKG-005933,Košice,Zagreb,EU_NORTH,In-Transit,64.36,60.33
PKG-005934,Athens,Bergen,EU_NORTH,Delayed,24.51,139.83
PKG-005935,Bratislava,Thessaloniki,EU_SOUTH,In-Transit,63.25,134.95
PKG-005936,London,Lyon,EU_WEST,Delayed,17.27,40.43
PKG-005937,Sofia,Ljubljana,EU_NORTH,In-Transit,25.17,116.49
PKG-005938,Edinburgh,Tampere,EU_NORTH,Delayed,8.94,12.14
PKG-005939,Cork,Skopje,EU_NORTH,Delayed,64.44,129.67
PKG-005940,Split,Florence,EU_SOUTH,In-Transit,63.32,123.29
PKG-005941,Budapest,Brussels,EU_WEST,Delivered,64.27,160.54
PKG-005942,Kaunas,Marseille,EU_WEST,Delayed,34.26,127.16
PKG-005943,Gdańsk,Oslo,EU_NORTH,Delivered,60.26,105.35
PKG-005944,Zurich,Marseille,EU_WEST,In-Transit,36.44,154.66
PKG-005945,Debrecen,Bergen,EU_NORTH,Delayed,66.11,104.14
PKG-005946,Warsaw,Sofia,EU_NORTH,Delayed,25.77,44.39
PKG-005947,Bratislava,Valencia,EU_SOUTH,Delivered,12.69,97.26
PKG-005948,Gothenburg,Tartu,EU_NORTH,Delayed,25.5,139.37
PKG-005949,Antwerp,Turin,EU_SOUTH,In-Transit,43.6,114.62
PKG-005950,Brno,Sarajevo,EU_NORTH,Delivered,64.41,148.25
PKG-005951,Zagreb,Brno,EU_NORTH,Delivered,54.34,138.16
PKG-005952,Cluj-Napoca,Hamburg,EU_WEST,In-Transit,16.58,34.46
PKG-005953,Podgorica,Vilnius,EU_NORTH,In-Transit,2.77,98.96
PKG-005954,Split,Bratislava,EU_NORTH,Delivered,33.07,77.56
PKG-005955,Turin,Izmir,EU_NORTH,Delivered,42.48,139.66
PKG-005956,Brno,Athens,EU_SOUTH,Delayed,37.4,107.0
PKG-005957,Split,Hamburg,EU_WEST,In-Transit,50.34,57.54
PKG-005958,London,Kraków,EU_NORTH,In-Transit,9.46,79.01
PKG-005959,Porto,Rome,EU_SOUTH,Delayed,49.64,50.59
PKG-005960,Lisbon,Stockholm,EU_NORTH,Delayed,15.33,45.35
PKG-005961,London,Marseille,EU_WEST,Delayed,59.14,80.65
PKG-005962,Thessaloniki,Birmingham,EU_WEST,In-Transit,21.17,25.2
PKG-005963,Antwerp,Brno,EU_NORTH,Delayed,42.56,157.59
PKG-005964,Thessaloniki,Amsterdam,EU_WEST,Delivered,30.06,71.31
PKG-005965,Milan,Tampere,EU_NORTH,In-Transit,32.96,138.11
PKG-005966,Madrid,Bergen,EU_NORTH,Delivered,7.0,71.15
PKG-005967,Kaunas,Marseille,EU_WEST,In-Transit,2.72,52.72
PKG-005968,Birmingham,Sarajevo,EU_NORTH,In-Transit,66.46,127.67
PKG-005969,Skopje,Kaunas,EU_NORTH,Delivered,58.55,95.14
PKG-005970,Geneva,Novi Sad,EU_NORTH,In-Transit,58.8,85.19
PKG-005971,Warsaw,Bergen,EU_NORTH,Delivered,67.86,125.71
PKG-005972,Aarhus,Manchester,EU_WEST,In-Transit,73.09,115.85
PKG-005973,Luxembourg City,Gdańsk,EU_NORTH,Delayed,25.14,29.45
PKG-005974,Plovdiv,Podgorica,EU_NORTH,Delayed,39.87,153.66
PKG-005975,Debrecen,Antwerp,EU_WEST,Delayed,50.99,52.89
PKG-005976,Luxembourg City,Lisbon,EU_SOUTH,In-Transit,9.4,119.02
PKG-005977,Paris,Cologne,EU_WEST,In-Transit,46.7,130.24
PKG-005978,Istanbul,Bucharest,EU_NORTH,Delayed,72.34,176.69
PKG-005979,Ankara,Luxembourg City,EU_WEST,Delayed,40.61,95.66
PKG-005980,Kaunas,Seville,EU_SOUTH,Delivered,69.0,125.48
PKG-005981,Munich,Birmingham,EU_WEST,Delayed,60.16,152.3
PKG-005982,Gdańsk,Cluj-Napoca,EU_NORTH,In-Transit,13.23,113.84
PKG-005983,Ankara,Debrecen,EU_NORTH,Delivered,23.4,38.17
PKG-005984,London,Milan,EU_SOUTH,Delayed,57.08,118.05
PKG-005985,Amsterdam,Vilnius,EU_NORTH,Delayed,0.59,43.9
PKG-005986,Lyon,Porto,EU_SOUTH,Delayed,39.65,75.67
PKG-005987,Frankfurt,Valencia,EU_SOUTH,Delivered,70.44,82.03
PKG-005988,Amsterdam,Frankfurt,EU_WEST,In-Transit,54.31,109.36
PKG-005989,Gdańsk,Dublin,EU_WEST,In-Transit,5.25,42.01
PKG-005990,Madrid,Hamburg,EU_WEST,In-Transit,4.4,114.81
PKG-005991,Sofia,Luxembourg City,EU_WEST,Delayed,65.61,98.61
PKG-005992,Brussels,Vienna,EU_WEST,Delayed,26.82,75.99
PKG-005993,Ankara,Ljubljana,EU_NORTH,Delivered,19.15,41.27
PKG-005994,Thessaloniki,Debrecen,EU_NORTH,In-Transit,4.39,72.38
PKG-005995,Gothenburg,Tirana,EU_NORTH,Delivered,69.92,160.53
PKG-005996,Rotterdam,Ankara,EU_NORTH,In-Transit,72.58,127.12
PKG-005997,Barcelona,London,EU_WEST,Delayed,51.74,74.42
PKG-005998,Rotterdam,Plovdiv,EU_NORTH,In-Transit,3.91,18.37
PKG-005999,Helsinki,Ljubljana,EU_NORTH,Delivered,73.34,85.26
PKG-006000,Bucharest,Riga,EU_NORTH,Delayed,5.89,98.49
PKG-006001,Tampere,Tartu,EU_NORTH,In-Transit,52.85,123.94
PKG-006002,Amsterdam,Vienna,EU_WEST,Delayed,27.53,114.58
PKG-006003,Zagreb,Tallinn,EU_NORTH,In-Transit,45.8,145.07
PKG-006004,Luxembourg City,Antwerp,EU_WEST,Delayed,46.4,85.99
PKG-006005,Luxembourg City,Lyon,EU_WEST,Delayed,9.16,79.77
PKG-006006,Kraków,Luxembourg City,EU_WEST,Delayed,18.06,104.45
PKG-006007,Ljubljana,Amsterdam,EU_WEST,Delivered,62.39,126.57
PKG-006008,Kaunas,Tampere,EU_NORTH,Delivered,38.04,108.04
PKG-006009,Tampere,Skopje,EU_NORTH,In-Transit,72.36,141.8
PKG-006010,Aarhus,Basel,EU_WEST,Delayed,6.03,110.7
PKG-006011,Split,Frankfurt,EU_WEST,Delivered,21.36,42.44
PKG-006012,Košice,Helsinki,EU_NORTH,Delayed,62.33,112.62
PKG-006013,Geneva,Bergen,EU_NORTH,In-Transit,68.63,98.72
PKG-006014,London,Cluj-Napoca,EU_NORTH,Delayed,12.09,30.41
PKG-006015,Frankfurt,Novi Sad,EU_NORTH,Delivered,69.44,92.05
PKG-006016,Porto,Oslo,EU_NORTH,In-Transit,49.07,160.51
PKG-006017,Ljubljana,London,EU_WEST,Delayed,57.04,130.48
PKG-006018,Košice,Kaunas,EU_NORTH,In-Transit,13.1,105.81
PKG-006019,Milan,Bergen,EU_NORTH,In-Transit,15.02,123.27
PKG-006020,Košice,Novi Sad,EU_NORTH,In-Transit,37.28,108.62
PKG-006021,Gdańsk,Vilnius,EU_NORTH,Delayed,8.5,120.21
PKG-006022,Bergen,Athens,EU_SOUTH,Delayed,67.1,165.52
PKG-006023,Lyon,Seville,EU_SOUTH,Delivered,46.1,112.25
PKG-006024,Dublin,Skopje,EU_NORTH,Delivered,48.63,122.72
PKG-006025,Gothenburg,Vilnius,EU_NORTH,Delivered,43.69,91.89
PKG-006026,Antwerp,Marseille,EU_WEST,Delivered,42.68,41.92
PKG-006027,Sofia,Kraków,EU_NORTH,Delivered,36.35,92.74
PKG-006028,Stockholm,Lisbon,EU_SOUTH,Delayed,30.56,113.82
PKG-006029,Madrid,Luxembourg City,EU_WEST,Delivered,27.61,99.24
PKG-006030,Athens,Cluj-Napoca,EU_NORTH,Delayed,58.7,82.11
PKG-006031,Frankfurt,Dublin,EU_WEST,Delivered,69.24,138.9
PKG-006032,Vienna,Helsinki,EU_NORTH,Delayed,11.34,43.15
PKG-006033,Geneva,Bratislava,EU_NORTH,In-Transit,14.03,38.3
PKG-006034,Hamburg,Edinburgh,EU_WEST,In-Transit,36.98,139.89
PKG-006035,Ankara,Rotterdam,EU_WEST,Delayed,65.94,136.65
PKG-006036,Dublin,Luxembourg City,EU_WEST,Delivered,68.9,158.73
PKG-006037,Helsinki,Sarajevo,EU_NORTH,In-Transit,73.88,100.05
PKG-006038,Seville,Ankara,EU_NORTH,Delayed,40.52,68.02
PKG-006039,Aarhus,Sofia,EU_NORTH,In-Transit,51.41,157.59
PKG-006040,Kaunas,Frankfurt,EU_WEST,Delayed,73.72,97.07
PKG-006041,Brussels,Lisbon,EU_SOUTH,Delivered,12.67,107.57
PKG-006042,Oslo,Košice,EU_NORTH,In-Transit,54.71,79.36
PKG-006043,Rotterdam,Lyon,EU_WEST,Delayed,54.05,67.63
PKG-006044,Brussels,Ankara,EU_NORTH,Delivered,3.09,123.69
PKG-006045,Zagreb,Oslo,EU_NORTH,Delayed,63.22,107.03
PKG-006046,Bergen,Oslo,EU_NORTH,Delivered,11.14,74.36
PKG-006047,Aarhus,Copenhagen,EU_NORTH,Delayed,19.67,133.82
PKG-006048,Stockholm,Porto,EU_SOUTH,Delayed,48.19,60.45
PKG-006049,Tallinn,Barcelona,EU_SOUTH,Delayed,54.38,140.71
PKG-006050,Zagreb,Split,EU_NORTH,In-Transit,71.29,162.47
PKG-006051,Ankara,Athens,EU_SOUTH,Delivered,46.74,80.92
PKG-006052,Ankara,Bucharest,EU_NORTH,Delivered,44.16,75.3
PKG-006053,Rome,Warsaw,EU_NORTH,Delayed,13.3,72.06
PKG-006054,Athens,Helsinki,EU_NORTH,Delayed,34.39,63.51
PKG-006055,Vienna,Athens,EU_SOUTH,Delivered,18.66,132.47
PKG-006056,Cork,Tampere,EU_NORTH,Delayed,18.83,128.28
PKG-006057,Turin,Marseille,EU_WEST,In-Transit,13.76,43.8
PKG-006058,Vienna,Porto,EU_SOUTH,In-Transit,11.65,105.38
PKG-006059,Brussels,Izmir,EU_NORTH,In-Transit,40.52,61.85
PKG-006060,Seville,Berlin,EU_WEST,In-Transit,18.32,61.69
PKG-006061,Munich,Bucharest,EU_NORTH,Delivered,3.85,37.6
PKG-006062,Aarhus,Vienna,EU_WEST,Delivered,61.46,115.24
PKG-006063,Gdańsk,Kraków,EU_NORTH,Delivered,24.49,128.42
PKG-006064,Dublin,Marseille,EU_WEST,Delayed,20.69,40.36
PKG-006065,Oslo,Tampere,EU_NORTH,Delayed,29.65,38.25
PKG-006066,Seville,Prague,EU_NORTH,Delivered,61.02,159.07
PKG-006067,Aarhus,Thessaloniki,EU_SOUTH,In-Transit,38.42,134.68
PKG-006068,Novi Sad,Munich,EU_WEST,Delayed,44.08,143.31
PKG-006069,Warsaw,Brussels,EU_WEST,Delayed,26.36,116.06
PKG-006070,Bergen,Birmingham,EU_WEST,Delayed,69.89,180.8
PKG-006071,Vilnius,Geneva,EU_WEST,In-Transit,25.16,85.55
PKG-006072,Kraków,Tallinn,EU_NORTH,In-Transit,71.22,172.33
PKG-006073,Zagreb,Thessaloniki,EU_SOUTH,Delayed,13.23,77.54
PKG-006074,Luxembourg City,Cork,EU_WEST,In-Transit,30.87,32.83
PKG-006075,Basel,Cluj-Napoca,EU_NORTH,Delayed,10.28,115.49
